reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2BBCA52DOA3K9,B00449RHYA,S. Von Allgeier,"[0, 0]","We actually have a set with many sizes of KitchenAid- this small skillet fits right in for us.Smaller size is great for smaller portions, and clean-up is quick and easy.",5.0,KitchenAid  8-inch Skillet,1358899200.0,"01 23, 2013"
A2MRMWRVCRX1CT,1400204224,James R. V. Matichuk,"[11, 12]","My view of angels is complicated. I was raised in an evangelical home and have always believed in angels and the part they played in the biblical story; however I was taught to be suspicious of tales of modern day angelic visitations, and to doubt the lore which was built around angels, because so much of it was New Age, Mormons, or Muslim. As a child I was tucked in with a prayer that asked God to send his angels to look after me, but if anybody started talking about experiencing angels, that was a good indication that they were a heretic or they needed to up their medication.When I was in college, I attended a charismatic church which affirmed the experiential reality of a super natural God-everything God did in scripture was for today and that included angels and angelic visitations. I remember one guest speaker at our church explaining that he felt the presence of `angels in the room' by a sensation he had in his sinus cavity(yep, I kid you not). Others saw angels, or `felt them.' I did feel the reality of God's presence at that church but the lack of critical thinking about spiritual experiences was disturbing.Joel Miller has written a book on angels which deftly guides readers past the extremes of supernatural suspicion and belief in anything and everything `angelic.' Drawing generously on Biblical and patristic sources (early church theologians), he gives an account of how the early church thought and taught about angels. He asserts that `the image that forms from these sources is, I think, more exciting, more frightening, more humbling, more inspiring, and ultimately more real than our popular conceptions.(2)' Miller discusses the early church's reflections on the nature and origin of angels, their fall from grace (in the case of Satan and his demons), the ways God used angels to nurture and protect Israel, Christs victory over the demonic, the role of guardian angels in nurturing and protecting us, our participation with the angels in the worship of God, the role of angels in the eschaton.This is a lot of ground to cover for a short book (the main text of the book is 152 pages excluding footnotes and bibliography); nevertheless Miller succeeds admirably well in delineating the understanding of angels bequeathed us from the early church, even demonstrating the way our understanding of angels has developed over time. Certainly there are some aspects of early church angel-ology where I disagree or would want to parse biblical texts which deal with angels differently. But there is no denying, the tradition has a lot to teach us.  I would recommend this book for those who have an interest in angels (whether that manifests itself as an unhealthy fascination or dismissive suspicion).  Part of navigating how we are to understand something so mysterious and etheral as angels is by submitting ourselves to a biblical understanding of angels and drawing on the rich resources of theology.  Miller does both.The question that the discerning reader may have is, ""how does ancient exegesis shape our understanding of angels?"" Just because ancient Christians thought and taught something, does not necessarily make it right. This is a popular level study and does little in way of evaluating its sources. Miller simply sites church fathers he is sympathetic to(while noting theological diversity and doctrinal development).  The belief in the fall of Lucifer is found in the ancient church, but when you read Isaiah in its historic, literary context, the Biblical data doesn't seem conclusive. There seems to be mysteries here that even the ancient church does not fully untangle for us, but I am grateful for the ways in which they affirm the angels and delineate a proper understanding of them.Practically speaking, the presence of angels reminds us of the world beyond that which we apprehend with our senses. I think this a great book for sorting out what place angels should have in our theology.Thank you to Thomas Nelson for providing me a copy of this book (via Book sneeze) in exchange for this review.",5.0,Help! Angels Keep Touching Me!,1350604800.0,"10 19, 2012"
AVWC7JEFDAI0X,B0013OUOBM,jorge minor,"[0, 0]",straightup creatine. No fillers. I mix this with my c4. Definetly improved my strength. I did notice as soon as I stopped taking it I could not lift as much as when I do take it. My dumbbell press went from 80lb dumbbells to 60lb.,5.0,good no fillers,1384473600.0,"11 15, 2013"
A17PD7MLLQZFYF,1401341136,AYM81,"[0, 0]","Absolutely love this book! i like that it has healthier version of my favorite foods and it still tastes good, if not, better. there are easy to find ingredients or things that you buy already. I have started losing a bit of weight and feel great!",5.0,Great and easy recipes,1311897600.0,"07 29, 2011"
A2DC2DMFRRUEBK,B002804SIK,AarJay,"[1, 1]",From my wife-I cannot believe something that I did not try could fit s well and look so good. Gives a slimmer look.,5.0,Love it.,1377475200.0,"08 26, 2013"
AEJ73SX7VWGRF,0060728396,joan reynolds,"[0, 0]",Loved the series...fun to learn about the possibilities of life earlier than recorded history.  Learned a lot about surviving in nature and how humans attempt to explain the world around them.,5.0,A great read.....,1396224000.0,"03 31, 2014"
A2RDDSQZWXJ5RX,B009TICPY8,Yvonne Gallagher,"[0, 0]","I sent this to my Grandson for his birthday, not only was he Happy, Mom and Dad had never seen one with this quality.  I would highly recommend this Easel.",5.0,KidKraft Easel Desk - GREAT,1388620800.0,"01 2, 2014"
A16W1JWR3XRSEZ,B001T7APMG,luvprincess,"[2, 6]","I do not like product, just my personal opinion. It didn't seem to do much and just smells bad. ..",2.0,Smells bad,1357516800.0,"01 7, 2013"
A2W5S40WNTHQJ5,B001RTSG40,Duane Armitage,"[11, 12]",This is 12 minutes Long.  You can see it on the web.  I was ripped off.  I thought I was getting 60 minutes.,1.0,12 minutes!,1244505600.0,"06 9, 2009"
A2JKFUIX3HGR9L,B001SAQVDQ,"CHRIS BARNES ""CHRIS BARNES""","[10, 36]","this is the band that has tricked you scene kinds to what Real punk is Real Punk is about Rawness,Anarchy,3 Chords and the mass murder of emo/scene kids. If you buy this scene kids i will come over to your house and beat up your grandma and take dump on you and your favourite teddy bear.",1.0,GREEN DAY SUCK!!!!!!!!!,1244332800.0,"06 7, 2009"
A2X9X2FCP6KP6S,B005DEMIO4,sweetzing,"[0, 0]","This is not a shoe for a kid with wide feet.  My son wore this during our tropical vacation at the beach, ended up with blisters from the rubber parts rubbing on the ball of his feet.  Top mesh and lace tend to be a bit tight, creating red pressure spots along the dorsum of the foot.",3.0,Narrow fit and gives blisters after half day at the beach.,1377648000.0,"08 28, 2013"
A1VY9KJY0P3WAJ,0316954993,bonnie auvil,"[0, 0]",Author is interesting and impressive with his knowledge and understanding of the second World War.  Characters are very believable in their actions and feelings.  Enjoyed very much!,5.0,Another Winner!,1402099200.0,"06 7, 2014"
A2GK960IC4M3YR,B000003N7B,Sudy,"[1, 2]","If you liked Billy Eckstine, you'll love Johnny Hartman.  This album has a great selection of old favorites you can't help but sing along to.",5.0,Johnny Hartman's Best,1168300800.0,"01 9, 2007"
A3G04LURVAY286,B00DU6RLG2,Bmac,"[5, 7]",This game could be more realistic and I could not find directions on how to play and pop each different pimple. I was highly disappointed:(,2.0,Pimple pop,1376784000.0,"08 18, 2013"
AZPUTEGEB832Z,0984776540,Cherry,"[0, 0]","I wish it was more SeX  experiences w/ the other Internationals, but hey that's jus me. Other than that Michael did an excellent job mixing his biz w/ Maintenance Men Intn'l as well as Melvins, politics and suspense. I couldn't wait to see what happens next. Great Movie to come.",5.0,Great Read,1367193600.0,"04 29, 2013"
A2HRWX8CIXKRPD,B002MK6QKO,Marjorie J. Hansen,"[0, 0]",BUY THIS SCALE.  IT IS ABSOLUTELY ACCURATE.  I bought and returned another bathroom scale before I found your web site and I can't be happier that I took a chance on your product.  Thank you for great service and a top-quality product.,5.0,"BUY IT, BUY IT, BUY IT",1253923200.0,"09 26, 2009"
A15J274IAYH14E,B004H35QA0,Steve,"[0, 0]","Glad to find an American and Canadian made dog chew on Amazon. I am skeptical about the safety of the stuff coming out of China. One down side is the expense. Its obvious that it took more effort and QC to produce these. My dog does not seem to favor these over the cheaper ones,however. Yet, I guess they are worth it to keep him healthier. Remember, real bones, like beef soup bones, can cause spider fracturing to your dogs teeth. Yeah, I know wild dogs eat them, but they tend to die earlier as their teeth fall out and they can no longer chew.",4.0,Well made,1382227200.0,"10 20, 2013"
AHPGXF33ZETNL,B000OZT84K,doug marshall,"[0, 0]",Doesn't do any good for front doors and not enough to go around the frame. Does not stick around door also. Falls down after a day or 2 of use,1.0,waste of money,1391990400.0,"02 10, 2014"
AQYEULTRAC0IL,B0052AHUYM,Zeheeba,"[0, 0]",Fred plays an important role in the series. It was awesome to see where he started out from. He truly is a badass.,5.0,Great little flashback,1404518400.0,"07 5, 2014"
A368B1ZW6CRL45,B0014I4VHU,"lhm ""LHM""","[0, 0]","So, with more than 30 tracks, there's definitely stuff worth your money, as long as you like this kind oh house music -- very vocal, often Gospel-inspired. I would even say some tracks are great, such as the single ""We can rise"". It'll make you shake your hips, for sure. ""Wondrous"" on cd 3 is also great.Alas, there's also quite a lot of mediocre tracks. For example, while the remix of ""He is"" on Cd 2 is really good, the original version of Cd 1 is, well, boring, to say the least. Many of the tracks are just a little too flat. Like, there are good vocals, but  it lacks a more melodic bassline to support it. A good example is ""Wizeman"" on Cd 1, which could be good but doesn't quite work.So all in all, worth your money, but very inconsistent.",3.0,Very mixed quality,1224115200.0,"10 16, 2008"
A16I2TGWEQX1S9,B000HRZ7AY,"Joseph Passavanti ""GottaLoveIT""","[0, 0]",This cartridge does seem to last longer than generic versions.  Ink levels don't deplete too quickly and the print looks good on paper.,4.0,its an inkjet cartridge,1252713600.0,"09 12, 2009"
A2RNH6E692RLDY,B00387NMA2,moshinoto,"[0, 0]","I used these bushings on a 2005 Neon SXT to replace bushings in the rear that had gone bad.  Chances are if you need to replace your front control arm bushings you will need to do the rear as well, about every piece of rubber used for mounting something in this car had gone bad at about 90k mi. You will need a torch to burn out old rubber.  Nothing special, a handheld propane torched worked fine for me.  Expect to spend a few hours on this project very worth it.",5.0,Recommended,1394668800.0,"03 13, 2014"
A386LG0LRWKJZP,B0034C6GDG,The Engineer Critic,"[4, 12]","Since there's no way to extinguish this once lit (short of smothering it), and you need a separate lighter to light it, and it needs air circulation to stay lit, and it must be kept right side up, and I'm too fearful of it catching on fire to actually use it, I would recommend an electronic version instead (even though it doesn't stay warm as long), such as:Sanyo KIR-SL2SS Kairo Hand Warmer with Eneloop Batteries and Charger, Silver",2.0,"Too many limitations, get the electric version instead",1287100800.0,"10 15, 2010"
A36HFLW9A3TGHO,B007P0YJWS,raz,"[0, 0]",Clear lid shows so much of quantity of fruits but in real does not hold a capacity of so many pieces of fruit .,4.0,Container,1395100800.0,"03 18, 2014"
AB66J7QCH9E0L,B0040QE98O,cody jarrett,"[0, 0]","Although the Revue can be a pain in the neck, I am still glad I bought it. Incredibly, it is still just about the only device designed to surf the web on tv. The Revue allows me to go to sites I wouldn't go to with a pc for fear of spam, viruses, and malware. I go to sites that allow me to watch basically anything that's on any network as I got rid of cable over a year ago. I watched season 4 of Breaking Bad on one of these sites, and am now watching Boardwalk Empire. I also watch espn3 on it, and although the quality of the stream varies, it's usually better during the day, it's better than watching on a pc. It does get buggy sometimes, won't load video, shockwave flash crashes, says can't display content, etc. I then have to unplug it for a minute and it usually solves the problem. Tonight video wouldn't load for Mets-Yankees game, unplugged for a minute and it was fine thereafter. It even allows me to listen to grooveshark music, but not mog or rdio, which is strange. I use it every day, and it compliments my Roku, I watch Huluplus on the Roku as the Revue is blocked from HP's content. And for some reason the Netflix app doesn't work anymore on the Revue, but the Roku is used for that too. Until they come out with something better than connecting a pc to the tv, I will continue to use the Revue. It's definitely not for everyone, as it can be frustrating at times, being cheap and stubborn comes in handy once in while.",4.0,Love Hate Affair,1340496000.0,"06 24, 2012"
A3GGT00QEDTDIE,1442359315,Mary A Bailey,"[0, 2]",This is a life-changing story for all who read it; I was sad to see it come to an end.,5.0,Proof of Heaven Proved to me !,1364860800.0,"04 2, 2013"
A2Q3IBV09KHOJ,B00005T380,lulu,"[0, 0]","Great product! My Bose speakers look nice on the wall, they look like they're suspended in the air.I recommend this product.",5.0,Bose makes it again!,1394064000.0,"03 6, 2014"
AQE41QO3NEUMW,B00015HXDG,"Ronald Scheer ""rockysquirrel""","[4, 4]","This three-hour film made for BBC-TV is a story of a dozen years leading up to and including WWI, as seen through the eyes of the two young princes, Georgie and Johnnie, of the British royal family of George V and his wife Mary. Georgie (after his older brother's abdication many years later) is to become George VI, and Johnnie, afflicted with epilepsy, is shunted away from public view as well as the company of his family, where he grows up under the care of a devoted retinue, then dies at the age of 14.Poliakoff's scripting and direction make this story fragmented and starkly cool, representing life in the royal family's many residences as claustrophobic and its members as emotionally distant from each other. Georgie is the winning center of warmth and intelligence in the film, befriending a close aid of the king's (played wonderfully by Bill Nighy) and regarding his young brother with unwavering affection. Also at the center of the film is Johnnie's devoted caretaker (Gina McKee) who struggles unfailingly to find room for him in his parents' hearts.Meanwhile, events in Europe have their inevitable impact as both king and queen succumb to the dark forces that seem ready to sweep across war-time Britain. And their cousins, the Emperor of Russia and his family, are assassinated while Britain hesitates to offer them refuge from the Bolshevik Revolution.A powerful film, without many moments of emotional release. The DVD includes a commentary that relates the historical research the the script is based on, as well as liberties taken. There is also a featurette portraying the career of director Poliakoff.",5.0,Inside the royal family . . .,1156204800.0,"08 22, 2006"
A2JG015OE4HGZ7,0415261031,,"[0, 3]","This book describes communication between the real and the virtual.In the real world,we come and see together to do something such as doing collaborative work together. However when we exchange information in cyberspace, we usually use textual messages.We can not see together in cyberspace.It is desirable to see together when we do some thing.This book gives suggestions how to interact between real people and virtual people such as avatars and/or computer agents.It is very informative for us to think about communications in cyberspace.",5.0,Great hint for communication between the real and the virtua,1078185600.0,"03 2, 2004"
AIEWQH75YNPOD,0740307169,ZyGone,"[0, 0]",I bought this DVD for my niece; she loves art work and is doing great with the help of this product.,5.0,Good gift.,1390435200.0,"01 23, 2014"
A1GPWPA28B2IXA,B0000536M2,Darlene,"[0, 0]",It is a nice product but burned my eyes when I used mu normal make up remover.  Gave it to a friend who loves it.,3.0,Gave away,1396656000.0,"04 5, 2014"
A2IXCBZB3E9W61,0393930149,,"[0, 1]","in pretty good condition, some writing that I was not expecting as the item descrption did not list.  But all in all it works great for my class!",4.0,good,1297209600.0,"02 9, 2011"
A1R7CX1I1WYIKY,B000VSKAI8,Amazon Customer,"[9, 9]","After spending several hundred dollars at the chiropractor's office to relieve my pinched nerve and arthritic lower back I decided to look for an inversion table.  The overall reviews led me to picking this Ironman 4000 over the Teeter inversion models and I'm very happy I did.  The Teeter models have a problem with the ankle restraints being painful and requiring an additional purchase for relief.  I stepped right on this and had no ankle pain to deal with.FIRST THE NEGATIVES.1. This sucker is heavy.  Take a friend, a dolly, or expect to drag it (as I did) should you have to pick it up.2. One of the reviews warned about the foam material it is packed with.  It is very crumbly and will get all over if you don't contain it.  Most of this problem I eliminated by picking up all the pieces and putting them in trashbags before I began assembly.3. Once assembled, the table isn't something you could use and fold up for storage once or twice a day.  Make sure you have room for it.NOW THE POSITIVES.1. As intimidating as it looked to assemble everything went together perfectly.  There was no problem identifying parts or trying to line up holes to make it go together.  The tools provided were adequate but you probably have better tools of your own.2. This bench is extremely well constructed and designed.  In today's buyer beware world I believe I have spent money wisely and expect to use this the rest of my life.3. The Ironman 4000 is very heavy and stable.  I have no worries that anyone within the 300 pound, 6 foot 5 inch limits could use this and be safe.4. This isn't a miracle cure.  But if you want to stretch your spine, keep your flexibility, and even strengthen your abdominal muscles over a period of time, a few minutes a day on this machine should help your goals.This isn't a toy for your grandkids to do gymnastics on.  It may be advisable to have a friend available when you first try this until you are assured that no problems will arise that you can't extricate yourself from.  Take 10 minutes and go through the manual and follow the guidelines for safety and use.  I won't let anyone use mine unless I have showed them the proper ways and adjustments.",5.0,"Solid, safe, and as advertised",1371686400.0,"06 20, 2013"
A1M4NEFIZ77X9H,B0000BZOGJ,Laureano De Andrea,"[0, 0]","I bought this to travel with my ASUS ROG G750JS-DS71 (17.3 inch), it fits really great and it leaves another pocket for a second laptop( maybe for 14 inch). Really comfortable to wear, which it sounds a little off for a backpack this big, but I can assure you will be surprised as I was.Good fabric, really comfy, nice price, absolutely 5/5",5.0,Great product,1400025600.0,"05 14, 2014"
A1N0584VTR1FJ4,B0052UZIFA,"Shawn Grover ""sjg""","[1, 1]","Unplayable on my phone.  Performance is very laggy and unstable.  In 4 attempts, the only way I could terminate the app was by power cycling.",3.0,Does not work on my Samsung Vibrant,1306886400.0,"06 1, 2011"
A3OU1OR3J7F9Y,B0000658CH,"R. A. Gochez ""fito33""","[6, 11]","After searching, I found that this hub is what I need. It doesn't need a power supply. My Scaner which gets its power from the PC , works great. all my other devices that use USB  works great too. It has a little power on light. This hub is small but works as it should. I recommend it to everyone. The size of the cord is not a problem, It is as if your computer had four more ports at the back. I think you could not find another hub at this price.PEACE.",5.0,GREAT LITTLE DEVICE,1069372800.0,"11 21, 2003"
A2HN3EHNL3JISC,B0044NZ5FO,Brett,"[0, 0]","It only lasted for 3 years, and while it did work it had its issues. Such as, internet connection errors, video errors, Sound errors, and an anpying beeping sound that is difficult to turn off when the battery is low.",2.0,This Laptop Blows,1397347200.0,"04 13, 2014"
A1I8LHWI68J5M1,B00BGO0Q9O,Kaycee Jane,"[0, 1]",I love my fitbit! This is one of the best things that I have ever bought and it really helps me to keep on track with my fitness!,5.0,This is great!,1397174400.0,"04 11, 2014"
A36G89CAEBHTL1,B000QGG1M4,Tammy Hemphill,"[1, 2]","I ordered this companies chocolate along with another company.  When this companies chocolate came in, it was stuffed in my mailbox.  That would not have been bad except they shipped these coins in a cut down packing bag so there was nothing to help keep them cool.  The other company packaged them in a box with a ice pack to help keep them from melting.  When I got home and got this out of my mailbox, the chocolate was all melted and when I opened the bag, the chocolate was running everywhere and the foil coins were unusable.  I don't know how the coins would have tasted since I couldn't use them!!!  I will say that they got them to me on the very last day of the timeframe but what good is that when they are unusable!  Other reviews say that they packed theirs to keep them cool but these were NOT packed to stay cool.  A cut down cooler bag isn't the answer when it is August in the south!",1.0,Extremely disappointed,1378684800.0,"09 9, 2013"
A2PDG8Q5TK6UO5,0310319943,Davi Nabors,"[0, 0]","This cleverly written book is full of wit, humor, and truth. It's laugh-out-loud funny and humbling all at the same time! Jonathan offers church-savvy Christians a comical perspective on some of the quirkier things we do and invites us to quit taking ourselves so seriously and unite...in laughter!",5.0,"A ""Must-Laugh"" for Church Go'ers",1308182400.0,"06 16, 2011"
A3EFZHGKJTIBC1,B007X7NW80,Larry D. Turk,"[0, 0]",Rachel is a great singer and composer. I'm anxiously awaiting a new album from her. She sings and tends bar at a pub in Nashville.,5.0,what a voice,1391126400.0,"01 31, 2014"
A24IYZ80O60DTP,B001NRTWE4,Wilpitz,"[0, 0]",This product took me 2 min's to install and works great! My iPhone is now steady and easy to get to.,5.0,Great product and easy to install,1306195200.0,"05 24, 2011"
AAEDX8JXOY1J8,0765325950,,"[1, 6]","The book was as great as expected. Most critics draw from the length of release dates for the books. I am not of fan of waiting, but I will not base a conclusion on how well a story was told because of the frustration in waiting as most 1 star's will whether they admit it or not. The book ended the series with a fitting conclusion fitting Tale of two cities.",5.0,Great ending for a great series,1357948800.0,"01 12, 2013"
A1DRMP5IVGIGPR,B007ZHVI7K,"Jane E. Nicholson ""Jane""","[0, 0]","A very useful and informative discussion of the nature of energy, in layman's terms, that gives a foundation for people to understand the complicated situation of energy vs economy in the US. The first chapter is educational, engaging and interesting, giving me a coherent view of the history of the invention of the engine.From the second chapter, there were more grammatical errors which threw me out of the read from time to time. There is also what felt like criticism of the environmental lobby on the grounds of their Luddite objections to energy consumption, whereas many (or even most) environmentalists object on the grounds of various externalities (such as pollution) which were outside of the scope of this discussion. This may have been me being oversensitive, and the author certainly has a point with regard to the success of programmes to encourage the use of one form of energy over another.An interesting perspective, and worth reading. I hesitate to recommend it for educational use for children in this edition; however, if the grammatical errors are addressed it would be very appropriate for such use.* I was given a free copy in order to provide a review",3.0,Informative text damaged by grammatical issues,1359849600.0,"02 3, 2013"
AJ4MN7JLDZBV1,B0001FTVEK,Amazon Customer,"[0, 0]","We needed these for use by a hearing impaired person in the house. The TV was so loud it caused adjoining walls to vibrate. The user reports comfort and surprisingly clear, loud sound quality.",5.0,"Great quality, brought peace to household",1294790400.0,"01 12, 2011"
A1UFHVXGQT3V83,0345361091,"Gyda Sig Healy ""pipaluk""","[0, 0]","I used to know Barbara Bickmore when i lived in Mexico. We attended same course in Espanol in Ajijic.Jalisco,Mexico. i love all of her books,specially East of Eden and Below the Moon.Best regardsGSH",5.0,Distant Star,1178668800.0,"05 9, 2007"
A25M72WL8C2QIL,1433672960,mcw,"[0, 0]","Jen puts into words the nagging feeling in the back of your mind that says &#34;this is not what life is about&#34;. With 7 extreme months of rules on cutting out excess, she guides you into a new way of living, where you ask yourself what you SHOULD do and what God would have you to do. No more blindly following the other blind rich people, who are praying to be more rich. What should the church be, and where is my part in it. I laughed and cried and recited it to my husband, sometimes while laughing or crying. Excellent book! Couldn't put it down.",5.0,life back in perspective,1377475200.0,"08 26, 2013"
A10DJC91BSXQ1Y,0764225634,C. Ulsh,"[27, 37]","I was raised by a step-father that read this book front to back several times and believed that this was how I was to be deciplined. My mother followed passively along without ever a word in my defense.I started recieving these ritual beatings at the age of five, I can tell you that I felt violated everytime I had to bare my backside and bend over. It was a sickening feeling that still churns my stomach. As the spanking was going on, I tried my hardest to not cry or scream or even whimper because I knew that I would get another set of beatings if I did this. I would always be hugged after and told that he only did this because he loved me, I sat there mad and hurt knowing that love doesn't mean pain. The pain didn't go away after the beating but would continue for days, several times I was in pain to even walk or sit. I wanted to tell my teachers but I knew that they would call my step-father and I would be beat again. After seven years of ritual beatings, I became incredibly depressed and suicidal, because I hadn't felt any love from my step-father and I thought my mother was defending him.If you want to ruin your childs life and condemn them into a teenage life of hate, anger and being affraid of everything than this is the book for you. But if you want to raise healthy, happy children who will love and talk to you as adults than I suggest trying to find a much different discipline style.",1.0,Raised with this discipline style,1145318400.0,"04 18, 2006"
A3JTD16R10EIPF,0595528708,Lynn C. Bowling,"[4, 4]","Written so that the non-medical audience can easily understand the challenging topic of Obstructive Sleep Apnea.  Dr. Mack D. Jones has also used language in his new book, Deadly Sleep, that won't offend the medical community either, although the subject is one that has stirred much controversy among his medical colleagues.  All the more power to Dr. Jones for presenting this topic for the general public's awareness.  In telling the powerful story of the management of his own OSA, he speaks from the heart and frustrations of a patient, with the agonizing knowledge of a highly trained neurologist and specialist in the field of sleep apnea.  There are surely members in your immediate family--if not yourself--who are or will be touched by the deadly effects of OSA, making this informative book an urgent and timely read.  I've read Deadly Sleep and have recommended that several of my family and friends do so as well.",5.0,Wake up! Don't let your sleep kill you,1252108800.0,"09 5, 2009"
A15IK6UUU8WTUA,B005G5KVJO,Kindle Customer,"[0, 0]","Although I was disappointed it ended quickly, a good short tale about two boys and a ghost.  Kind of a cliff hanger ending and at first I did not get the significance of the ghost but then it hit me.  Well written and suspenseful to the end.",4.0,Great short story,1363737600.0,"03 20, 2013"
A2XTH459K0R06F,B004PFE11A,Tonie,"[1, 2]","Beware, I didn`t know the watches have size. I ordered this and I didn't know I ordered a xsmall watch. it would be fine for a litle girl.",2.0,it was xsmall size,1335830400.0,"05 1, 2012"
A193K0IT27IBVZ,6302994063,Thomas E. Cooper III,"[0, 0]",Outstanding movie!  I never get tired of watching it.  I've purchased it for myself and as a gift to friends.,5.0,STRICTLY BALLROOM,1222646400.0,"09 29, 2008"
A1JRX683Y1C3MO,B009E2PSTS,,"[2, 3]","I can't wait for the album -- I was very excited when I heard this single for the first time, and it got better and better the more I listened to it.",5.0,Absolutely Spectacular Single,1350864000.0,"10 22, 2012"
A3PH5CT0O2QJ7S,6305972885,saqer@q8.nl,"[4, 4]","I'm a big fan of Paul Verhoeven's American movies.  Once I moved to Holland, I thought I'd check out his older Dutch movies.  I found an English-subtitled version through Amazon.com and I wasn't dissappointed.  It is one hell of a war movie.  One of the best I've seen.  It was pretty cool to see Rutger Hauer acting in his native Dutch language before he went off to Hollywood as well.  Another recognizeable actor, Jeroen Krabbe, is in this too.I didn't even mind reading subtitles through almost the whole movie(some parts of it are in English).If you like war movies, check this out.  If you like Paul Verhoeven's weird sense of humor, check it out too.",4.0,Pretty Good Stuff,997920000.0,"08 16, 2001"
A29PMNQC6VWZ8R,B005ELJXM6,"Author Laurel A. Rockefeller ""Laurel A. Rocke...","[0, 0]","After eight full hours of working on assembling this desk, it is FINALLY together.  I have not yet been able to put my computer on it because my back is so sore after fighting with it all day.If you see a review that says this is ""easy"" to put together do NOT believe them!The nightmare assembly begins with none of the pieces being labelled.  That means you have to use trial an error to try to figure out what is what.  The only pieces that can be identified by logic are the small hanging shelf below the drawer, the table top, and the drawer side pieces.  Nothing else is clear until you play with it a few times.  it is not even clear which sides are the ""right"" verses ""wrong"" sides, let alone front from back and left from right.It was not until I was ready to put on the top metal bracket for the top shelf that I realized I had assembled parts of this backwards!Since the screws are not grouped and labelled, I managed to put the screws for the upper section into the drawer -- which was not obvious until I was ready for that section and my remaining screws would not fit.  Some of these parts are very similar in size so it is easy to confuse what is what, especially with the poor quality diagram on the ""instructions"" and micro type face used on the page.The only way I eventually assembled the desk was by coming back to Amazon and looking time and time again at the finished photo.  That is the ONLY way to really get it done.I should add that I am very good at furniture kits and have a lot of experience putting them together.  So it's pretty clear to me that the problem with assembly is really the lack of labeling and actual instructions.  In fact, you might do better to ditch the instructions and figure it out yourself; they are that useless.I am hoping once my computer is on the cart it will be a good piece of furniture.  Others think so and I bought this based on posted reviews.But ""easy"" to put together -- do not believe it!  this is the hardest kit I have ever attempted.  My entire body hurts from doing this.Also, because of the wierd ways the pieces go together, you cannot do this very well from a regular room or on the floor.  you need saw horses and other DYI tools and aids to help you balance clunky pieces.  I must have flipped this thing three dozen times trying to get the pieces to fit and balance so I could put all the screws in.The one nice thing about this kit is that it uses screws, not nails.  So when you make mistakes (when, not if), you can at least undo it and try again.",3.0,Extremely difficult to assemble,1367452800.0,"05 2, 2013"
A2GVCH6WCPJI56,B000W4524I,Life Is Sweet,"[2, 3]","Pros:The quality of the velvet is excellentExcellent workmanship, no loose threadsNo loose ""fuzzies"" when taking out of packagePackaged & shipped with careThe velvet is a very rich dark black, not faded or off colorCons:Clasp to attach cloak around neck is a big knot you put through a loop. Knot is to big for loop so very tight squeeze to put on. Easy to fixFits a bit too snug around neck for meConclusion: Very happy with this purchase. Fair price for a quality product. This is not just a one time use then throw away purchase. I would recommend this to anyone who wants a cloak that will last for years of fun.",5.0,Excellent Quality for Price,1374192000.0,"07 19, 2013"
A4GGWE6UVLK4R,B001804CLY,,"[0, 0]","As long as you can get over the time it takes to grind the beans, you'll be fine. The mini is awesome, especially if you've got an aeropress.",5.0,Portable and easy to use.,1399248000.0,"05 5, 2014"
A2MTUEA9UNCN50,1118608577,Alicia Webb,"[0, 0]","Chris Hadnagy's role as a distinguished figure in the Cybersecurity community is delightfully apparent in his authorship of ""Unmasking the Social Engineer"". In this second book on the art of social engineering (his topic of specialty), Hadnagy expertly analyzes Dr. Paul Ekman's lifelong work on body language. He deciphers and explains information about the various types on non-verbal communication while revealing relatable scenarios that are highly applicable to the social engineering element of cybersecurity.This book may trigger many 'ah ha' moments, especially if you are new to studying the art of body language. You will suddenly understand in far greater depth why people do the things they do with their body. You will also gain heightened awareness of how you control your own body, and how your body language might be perceived by others.As a cherry on top of it all, the book even contains a medley of helpful, illustrative photographs to help visually relay concepts in the study of body language.Similar to the concept of ethical hacking, one must learn to think like a hacker (or social engineer in this case) in order to most effectively defend against a social engineer. For example, in Chapter 7- The Human Emotional Processor, Hadnagy discusses the importance of building empathy or sadness during the process of an Amygdala hijack. He gives details of what a person might do or say in order to gain that empathy. After reading these details and letting it all sink in, the reader somehow instantly become a little less vulnerable to this sort of attack. This book is a solid proof that knowledge is power, especially in the study of nonverbal communication.I have had the personal pleasure of interviewing Chris Hadnagy two times in the past two years and have gained a world of insight into the art of social engineering by doing so. You can find those interviews by searching "" Chris Hadnagy SecureNinja "" on YouTube.I highly recommend both Unmasking the Social Engineer and Social Engineering: The Art of Human Hacking by Chris Hadnagy!",5.0,"Solid proof that knowledge is power, especially in the study of nonverbal communication.",1403222400.0,"06 20, 2014"
A2UZQRD91LEWT8,B00EBE8MUG,crperry,"[0, 0]",Starts out easy but then gets harder. Fun to remember shows from a long time ago!  A must have for quiz lovers,4.0,tv show quiz,1379462400.0,"09 18, 2013"
AQS5PC41NL7KM,1495460363,Elva H. Thompson,"[0, 0]","Surely no one who buys this book expects great literature. So with that in mind, this is a quick read with a good mix of characters, pleasant story, and appealing lack of sex.",3.0,"HEY, I'M EASY",1400371200.0,"05 18, 2014"
