asin,salesRank,imUrl,categories,title,description,price,related,brand
0002000822,{'Books': 4769439},http://ecx.images-amazon.com/images/I/41KGWJPHVVL.jpg,[['Books']],Oscar Peterson a Musical Biography,,,,
0001842501,{'Books': 3525498},http://ecx.images-amazon.com/images/I/41DwUwSakfL.jpg,[['Books']],Friday's Tunnel,,,{'also_viewed': ['0907746306']},
0000029831,,http://ecx.images-amazon.com/images/I/41og81SsgkL.jpg,[['Books']],Bin Otherland Empty,,,,
0001473123,{'Books': 1344709},http://ecx.images-amazon.com/images/I/317G8R2TYBL.jpg,[['Books']],The Book of Revelation,"American Baptist pastor, Bible teacher, and writer, Clarence Larkin was born October 28, 1850, in Chester, Delaware County, Pennsylvania. He was converted to Christ at the age of 19 and then felt called to the Gospel ministry, but the doors of opportunity for study and ministry did not open immediately. He then got a job in a bank. When he was 21 years old, he left the bank and went to college, graduating as a mechanical engineer. He continued as a professional draftsman for a while, then he became a teacher of the blind. Later, failing health compelled him to give up his teaching career. After a prolonged rest, he became a manufacturer. When he was converted he had become a member of the Episcopal Church, but in 1882,he became a Baptist and was ordained as a Baptist minister two years later. He went directly from business into the ministry. His first charge was at Kennett Square, Pennsylvania; his second pastorate was at Fox Chase, Pennsylvania, where he remained for 20 years. He was not a premillennialist at the time of his ordination, but his study of the Scriptures, with the help of some books that fell into his hands, led him to adopt the premillennialist position. He began to make large wall charts, which he titled, """"Prophetic Truth,"""" for use in the pulpit. These led to his being invited to teach, in connection with his pastoral work, in two Bible institutes. During this time he published a number of prophetical charts, which were widely circulated. When World War I broke out in 1914, he was called on for addresses on The War and Prophecy. Then God laid it on his heart to prepare a work on Dispensational Truth (or God's Plan and Purpose in the Ages), containing a number of charts with descriptive matter. He spent three years of his life designing and drawing the charts and preparing the text. The favorable reception it has had since it was first published in 1918 seems to indicate that the world was waiting for such a book. Because it had a large and wide circulation in this and other lands, the first edition was soon exhausted. It was followed by a second edition, and then, realizing that the book was of permanent value, Larkin revised it and expanded it, printing it in its present form. He went to be with the Lord on January 24, 1924.""--This text refers to thePaperbackedition.",2.96,"{'also_bought': ['0001472933', '1614271046', '0310308909', '1169770673', '1603864830', 'B000GGTK2M', '160386489X', 'B000872ZB2', 'B000ALVEHM', '1169723578', '0963584529', '1614270074', 'B0094V8OXG', '0962880914', '1579106323', '0324222882', '0687413559', '0830825916', '084231251X', '0664240224', '083412257X'], 'buy_after_viewing': ['1614271046', '160386489X', '1596053003', '1603864830']}",
0002000377,{'Books': 2876884},http://ecx.images-amazon.com/images/I/41AAX03D5AL.jpg,[['Books']],Deep Waters: Courage Character and the Lake Timiskaming Canoeing Tragedy,,12.81,,
0002000725,{'Books': 2655511},http://ecx.images-amazon.com/images/I/516D9XPKRXL.jpg,[['Books']],Triple Crown : The Marcel Dionne Story,,,,
0001983938,{'Books': 1710212},http://ecx.images-amazon.com/images/I/717T9EBQRCL.gif,[['Books']],Little Grey Rabbit Goes to the Sea (Little Grey Rabbit Classic Series),"Alison Uttley was born and brought up on a farm in Derbyshire at the end of the 19th century. Her Little Grey Rabbit series has delighted generations of children. Her love of country life -- gathering spring flowers, picnicking in summer meadows and skating on frozen ponds -- comes through vividly in her stories.",,"{'also_bought': ['093442909X', '0001942107', '000198389X', '000194214X'], 'buy_after_viewing': ['0681455799']}",
0002000105,{'Books': 6201465},http://ecx.images-amazon.com/images/I/51OJRSxlmWL.jpg,[['Books']],The Big M: The Frank Mahovlich Story,,,"{'also_bought': ['1550651668', '1600788157']}",
000200092X,{'Books': 2553438},http://ecx.images-amazon.com/images/I/41C1GQEBKRL.jpg,[['Books']],Anorexia's Fallen Angel: The Untold Story of Peggy Claude-Pierre and the Controversial Montreux Clinic,,10.82,"{'also_bought': ['0375750185'], 'buy_after_viewing': ['0375750185']}",
0001837664,{'Books': 11781881},,[['Books']],Meet My Cats,,,"{'also_bought': ['0736918485', '0517142279', '0821223542', '0821221361', '0736915214', '0803705034', '0803716222', '0803709552', '1854798898', '0517585499', '0896598780', '0517574128', '1845079361', '1421675781'], 'buy_after_viewing': ['0517142279', '0736915214', '0736918485', '1594908680']}",
0000095699,{'Books': 9100862},,[['Books']],"Everyday Writer, The - Andrea Lunsford - Other Format",,,,
0002000172,{'Books': 3813913},http://ecx.images-amazon.com/images/I/51XIi2CV78L.jpg,[['Books']],Victory at Falaise: The Soldier's Story,,,,
0002000253,{'Books': 4746071},http://ecx.images-amazon.com/images/I/414DA797JWL.jpg,[['Books']],Thunder through my veins: Memories of a Metis childhood,,,,
0001527134,{'Music': 748399},http://ecx.images-amazon.com/images/I/51TGDK7NCBL._SY300_.jpg,,Early Works - Don Francisco,,11.06,"{'also_viewed': ['B000025Q0M', 'B003H8F4NA', 'B00069C512', 'B000003870', 'B000KWPZQ2', 'B00125WECY', 'B00004RC05', 'B003JMP1ZK', 'B00007E8O0', 'B003ZFVHPO'], 'buy_after_viewing': ['B000025Q0M', 'B003H8F4NA']}",
0002000547,{'Books': 2507931},http://ecx.images-amazon.com/images/I/51vTvI-3TEL.jpg,[['Books']],"Fatal passage: The untold story of John Rae, the Arctic adventurer who discovered the fate of Franklin","""In Ken McGoogan's artful telling, John Rae emerges from the shadows to take his place among the most intriguing of the 19th century Arctic explorers. This is delightful reading"" -- Andrea Barrett, author The Voyage of the Narwhal ""A riveting story - backed by sold research - that illuminates a fascinating chapter in the annals of Arctic exploration"" Wall Street Journal ""An overdue book that makes an important contribution to Arctic exploration history and yet remains compulsively readable for the non-specialist"" Quill & Quire ""A riveting story of courage and determination, high adventure and imperial ambition... Excellent"" Historical Novels Review ""A tale of ambition and high adventure... a passionate redemption of Rae's rightful place in history"" Edinburgh Times--This text refers to an out of print or unavailable edition of this title.",10.74,"{'also_bought': ['0747577277'], 'buy_after_viewing': ['0786711566']}",
0001981692,{'Books': 11831050},http://ecx.images-amazon.com/images/I/51WN7BJMJSL.jpg,[['Books']],Pirates,"Colin Hawkins was educated at art school in the north of England and then worked as an illustrator/designer for the Daily Express before becoming an illustrator for magazines and advertising. He began to illustrate children's books in 1978, and from 1979 onwards he has created his own children's books with his wife, Jacqui, who also studied graphic design at college. They both share the desire to ""make children's books funnier"".--This text refers to an out of print or unavailable edition of this title.",,,
0002000202,{'Books': 3013713},http://ecx.images-amazon.com/images/I/51PQAYJ9EDL.jpg,[['Books']],"Black Berry, Sweet Juice: On Being Black and White in Canada",,13.88,"{'also_bought': ['0393333094'], 'buy_after_viewing': ['0393333094', '1554685087']}",
0000041696,{'Books': 2554321},http://ecx.images-amazon.com/images/I/41cGaan-BrL._SL500_.jpg,[['Books']],Arithmetic 2 A Beka Abeka 1994 Student Book (Traditional Arithmentic Series),,6.53,"{'also_viewed': ['B000KOYDUY', 'B004GE1B7W', 'B008SXBO88', 'B001EH7Y02', 'B000W7PN62', 'B004H3G1X6', 'B004WOEIXA', 'B000AXWEEM', '0789478722', 'B000MN2C56', '1402709269', 'B001HHOKG0', 'B000Y9TO1S', '1402711441', '0756609356', '0142400106', '1556616465', '0545021383', 'B004LDD18A', 'B000HZH18C', '1557996563', 'B00CZTVUKI', 'B001CXK8Y2', 'B000QX6KY6'], 'buy_after_viewing': ['B000KOYDUY', 'B004GE1B7W', 'B000LBXGRC', '0439827655']}",
0001844040,{'Books': 8144309},http://ecx.images-amazon.com/images/I/A1FvwnTI0JL.jpg,[['Books']],Knight After Knight,,,,
0002006162,{'Books': 3245544},http://ecx.images-amazon.com/images/I/41BVcmYiclL.jpg,[['Books']],A Short History of Indians in Canada,,,,
0001983857,{'Books': 2718416},http://ecx.images-amazon.com/images/I/416MEAEJ3WL.jpg,[['Books']],Mog's Bad Thing,"Author and artist Judith Kerr creates another installment in the adventure series begun 30 years ago with Mog the Forgetful Cat, Mog's Bad Thing. Debbie's plan to host a cat show in their yard disrupts Mog's routine and causes the feline a great deal of anxiety so much so that she has an accident on Mr. Thomas's favorite chair (and nearly misses the contest).Copyright 2001 Cahners Business Information, Inc.",10.76,"{'also_viewed': ['000717134X', '0007171331', '0007171285', '0007171366', '0007149697', '0006640338', '0007171315', '076364563X', '0001374761', '0007193602', '0007347049', '0007347030'], 'buy_after_viewing': ['000717134X', '0007171331', '0007171285', '0007171366']}",
0001713256,{'Books': 1934079},http://ecx.images-amazon.com/images/I/51NH4PXHR6L.jpg,[['Books']],"Go, Dog. Go! (Beginner Series)","By P. D. Eastman, Illustrated by P. D. Eastman",6.04,"{'also_viewed': ['0394800206', '067988629X', '0694003611', '0375875212', '0679890475'], 'buy_after_viewing': ['0394800206', '067988629X', '0399226907', '0694003611']}",
0002000997,{'Books': 2551009},http://ecx.images-amazon.com/images/I/51GT7RMCD6L.jpg,[['Books']],Nasty Business : One Biker Gang's Bloody War Against the Hells Angels,,,"{'also_bought': ['0760343721', '0615723780', '1449728057', '0307362566', '0345813162', '0312640145', '0307358941', '111815651X'], 'buy_after_viewing': ['0615723780']}",
0002000946,{'Books': 10251458},http://ecx.images-amazon.com/images/I/41Y2FDKKHSL.jpg,[['Books']],Divine Hunger,,,,
0002000369,{'Books': 4928765},http://ecx.images-amazon.com/images/I/31%2BjiyHLQWL.jpg,[['Books']],Frederick Street: Life and death on Canada's Love Canal,,,,
0001720317,{'Books': 1384662},http://ecx.images-amazon.com/images/I/5164E3AM5AL.jpg,[['Books']],DR SEUSS'S BOOK OF BEDTIME STORIES (HARDBACK),,8.09,"{'also_viewed': ['0679821481', '0394800915', '0007241143', '0394823958', '0394835638', '0394800826', '0375833862'], 'buy_after_viewing': ['0394831292', '0394800915', '0679821481', '039480094X']}",
0001543849,{'Books': 2004838},http://ecx.images-amazon.com/images/I/61tgGLANhEL.jpg,[['Books']],Concert Piano Solos,,,,
0002000245,{'Books': 2631211},http://ecx.images-amazon.com/images/I/41APGBYCTZL.jpg,[['Books']],Hells Angels at War: Hells Angels and Their Violent Conspiracy to Supply Illegal Drugs to the World,,12.38,"{'also_bought': ['0345361539', '0818405147', '0770428584', '0470837101', '0760341109', '0061011045', '0060532564', '1449728057', '0470160586', '1550228242', '1742370276', '0470677635', '0470680962', '0307356612', '0307358941', '0760342725', '0615723780', '0312640145', '1467950831', '0760343721'], 'buy_after_viewing': ['1443404101', '0888791623', '0307405869', '1250007321']}",
0002006650,{'Books': 5500858},http://ecx.images-amazon.com/images/I/511XFRRFZKL.jpg,[['Books']],At Home in the World: Canada's Global Vision for the 21st Century,,,,
0001956264,{'Books': 3886376},http://ecx.images-amazon.com/images/I/41mCGpObyJL.jpg,[['Books']],Once There Was a House and You Can Make it,"A cardboard box becomes a house with ""roof,"" ""chimney"" and ""porchlight,"" made from more cardboard and other objects. With the addition of another house (this time with a stove, table and sink), a gas station and a car, an army of children can play ""town."" Instructions help readers create their own little houses from ordinary household items items that normally would be thrown away but here become working parts of an ingenious little city. Both story and guide sections have pictures jammed with cheerful children, in cartoon-bright colors, using bottle lids for knobs, mailing tubes for posts and pliers made from clothespins, and safety precautions are stressed. This book is an invitation to be creative, and it's easy to see there's really no limit to what can be accomplished with the ideas in this book. Ages 3-6.Copyright 1987 Reed Business Information, Inc.--This text refers to thePaperbackedition.",,,
0002005387,{'Books': 3875947},http://ecx.images-amazon.com/images/I/5110WV4EWZL.jpg,[['Books']],Peg and the Yeti,,,,
0002005808,{'Books': 2087118},http://ecx.images-amazon.com/images/I/51ekkpt4CTL.jpg,[['Books']],River City,,6.4,"{'also_viewed': ['0006481051', '037550141X'], 'buy_after_viewing': ['B003L1ZXBQ']}",
0002006898,{'Books': 3070664},http://ecx.images-amazon.com/images/I/51C55ullf5L.jpg,[['Books']],October,,,,
0002005298,{'Books': 2341443},http://ecx.images-amazon.com/images/I/415Y96P029L.jpg,[['Books']],Crash of Hennington,,8.0,"{'also_bought': ['0007139446', '1594205477', '0763662585', '0763644900', '0763639311'], 'buy_after_viewing': ['0763645761', '0763656658', '076364837X', '0763676209']}",
0001127748,{'Books': 3189327},http://ecx.images-amazon.com/images/I/51X54S8JZ5L.jpg,[['Books']],Lift Him up - Volume 1,,,,
0002006006,{'Books': 10832194},http://ecx.images-amazon.com/images/I/51NJ6EY4ANL.jpg,[['Books']],Carolan's Farewell,,,,
0002103648,{'Books': 3729574},http://ecx.images-amazon.com/images/I/81q5RzEDG0L.jpg,[['Books']],The Collected Short Stories of Louis L'Amour - The Frontier Stories Volume 3,,,"{'also_bought': ['0002103818', '1581650906']}",
0001839233,{'Books': 1490896},http://ecx.images-amazon.com/images/I/614-rvKEk%2BL.jpg,[['Books']],Summer Story (Brambly Hedge),"""...the most researched-crammed fantasy ever set before small children..."" Sunday Times Magazine",,"{'also_bought': ['0399207457', '0001839225', '0689830572', '0001840851', '0689830912', '0689831714', '0001937391', '0001983679', '1499328753', '0583337910', '0312085125', '0007371667', '0395453569', '1433538881', '1932012974', '0399218696', '0060259345', '0316367958', '0689716087', '0811844285', '0060526335', '0863157289', '0984913661', '0745917437'], 'buy_after_viewing': ['0007371667', '0007581602', '0399218696', '0399211942']}",
0001711474,{'Books': 3861214},http://ecx.images-amazon.com/images/I/61I6BEOCppL.jpg,[['Books']],Going to the Moon (Beginner Series),,,,
0002005395,{'Books': 10681705},http://ecx.images-amazon.com/images/I/415HPT70H7L.jpg,[['Books']],Deafening,,9.39,"{'also_viewed': ['B00D9TM0WK', '1602861803', '0006385826', '0770436420', '1594486344', '0307744426', '0316176494', '1476746583', '031632468X'], 'buy_after_viewing': ['B00D9TM0WK', 'B0046LUPRW', '1451681755']}",
0002007576,{'Books': 1796635},http://ecx.images-amazon.com/images/I/516NG9240VL.jpg,[['Books']],Always Fresh,,,{'also_viewed': ['0140235116']},
0002008483,,http://ecx.images-amazon.com/images/I/51maFVNwO7L.jpg,[['Books']],Curl to Win,"The essential guide for all curlers - from novice to elite.Whether you&#8217;re stepping into the hack for the first time, looking to improve your delivery or better understand strategy,Curl to Winwill help take your game to the next level. Renowned for his ability to blend the mental and physical aspects of curling as well as his innovative and effective strategies, Russ Howard has written a practical handbook that no curler should be without.Olympic gold-medallist and Russ Howard has won a record 107 Brier wins, multiple World Championships, and helped invent the Free Guard Zone that has been adopted worldwide Canada&#8217;s &#8220;curler of century&#8221;, Russ coaches curling teams around the world.--This text refers to an alternateHardcoveredition.",11.99,"{'also_bought': ['189725203X', '1941164021', '0470838280', 'B00006IUG0', '0986927600', '1552630838', '1577363582', 'B008P8FGVW', '0470839554', '1552639444', '0470156139'], 'buy_after_viewing': ['0470838280', '189725203X', '1941164021', 'B00006IUG0']}",
0002008211,{'Books': 5219330},http://ecx.images-amazon.com/images/I/516OPgTSrcL.jpg,[['Books']],Haunted,,,,
0002005239,{'Books': 11122477},http://ecx.images-amazon.com/images/I/51E3X04JZ2L.jpg,[['Books']],Cat's Pilgrimage,,,,
0002111616,{'Books': 4393895},http://ecx.images-amazon.com/images/I/41u%2B9ITkauL.jpg,[['Books']],De Gaulle: A biography,,,{'also_viewed': ['0471117110']},
0002006413,{'Books': 9660725},http://ecx.images-amazon.com/images/I/31adTIlVlLL._SL500_.jpg,[['Books']],Footprints Book of Inspirations,,,,
0001982443,{'Books': 2762731},http://ecx.images-amazon.com/images/I/5169RCS264L.jpg,[['Books']],"Do Look Out, Noddy! (Noddy Classic Library)",,,"{'also_bought': ['026167238X', '0261672479', '0001982389', '0261672509', '0261672401', '0261672436', '0361004575', '0261672347', '026167255X', '0261672533', '036107445X', '0261672517', '0261672541', '0261672371', '0001982419', '0261672525', '0261672398', '0361004230', '0001982427', '0007261594', '0007210698', '0001361155', '0261672495', '0361071779'], 'buy_after_viewing': ['0361004575', '0001361155', '0007167016', '0001982419']}",
000200089X,{'Books': 1621492},http://ecx.images-amazon.com/images/I/515P6XF1Y4L.jpg,[['Books']],"Fights of Our Lives: Elections, Leadership and the Making of Canada",,,"{'also_bought': ['0773535454', '0679310851']}",
0002110326,{'Books': 1490468},http://ecx.images-amazon.com/images/I/51iSJqxOM7L.jpg,[['Books']],An Artist in Africa,,,"{'also_bought': ['068414509X'], 'buy_after_viewing': ['0810980762']}",
000200576X,{'Books': 3537826},http://ecx.images-amazon.com/images/I/51eLe9IZr%2BL.jpg,[['Books']],The Radiant City,,9.99,{'buy_after_viewing': ['1877655724']},
0002111640,{'Books': 4099595},http://ecx.images-amazon.com/images/I/61pRiPf9r5L.jpg,[['Books']],Farewell to the Don,,,,
000211268X,{'Books': 2630597},http://ecx.images-amazon.com/images/I/91ZxPhtHIrL.jpg,[['Books']],Frederick Barbarossa;,"Text: English, French (translation)",,"{'also_viewed': ['0934977305', '0231134193', '0801405114']}",
0002008475,{'Books': 3857710},http://ecx.images-amazon.com/images/I/41NGV1GV9FL.jpg,[['Books']],Bad Bridesmaid : Bachelorette Brawls and Taffeta Tantrums - What We Go Through for Her Big Day,,12.01,"{'buy_after_viewing': ['0805082697', '0811850528']}",
0002006774,{'Books': 2641573},http://ecx.images-amazon.com/images/I/514DGMVCACL.jpg,[['Books']],Bedside Manners,,12.63,"{'also_viewed': ['1591024706'], 'buy_after_viewing': ['0452284260', '0756657903']}",
0002103540,{'Books': 2747474},http://ecx.images-amazon.com/images/I/41c%2BkbCC1pL.jpg,[['Books']],"The Collected Short Stories of Louis L'Amour, Vol. 1: Frontier stories",,6.29,"{'also_viewed': ['0553803573', '0553803972', '0804179727', '1626365423', '0553805312', '0739378082', '0553280422', '0553804529', '1477839577', '055326446X', '0553804944', '0804179735', '0553252313', '1598875442', '0553591800', '0553276786', '0553276867', '1477831525', '0553277391', '0553276778', '0553805290', '0786033487', '0440242053', '0451467981', '0553073494'], 'buy_after_viewing': ['0553803573', '0553252313', '0553803972', '0553247603']}",
0002006723,{'Books': 2020874},http://ecx.images-amazon.com/images/I/4174A49F79L.jpg,[['Books']],Matter of Taste,,26.19,{'buy_after_viewing': ['0679314571']},
000200027X,{'Books': 5444445},http://ecx.images-amazon.com/images/I/51fJz8CUrzL.jpg,[['Books']],Prime Ministers: Ranking Canada's Leaders (Phyllis Bruce Books),,,,
0001485423,{'Movies & TV': 347723},http://ecx.images-amazon.com/images/I/41kas0C4vbL._SY300_.jpg,"[['Movies & TV', 'Movies']]",The Life of Sister Faustina: The Apostle of Divine Mercy [VHS],Award winning British film director J. Paddy Nolan,,{'also_viewed': ['1596141107']},
0001501232,{'Books': 9362333},http://ecx.images-amazon.com/images/I/513HQE6TJKL.jpg,[['Books']],A Christian Perspective on Halloween: New Expanded Program,,,,
0002007827,{'Books': 5853884},http://ecx.images-amazon.com/images/I/51SB85EPBSL.jpg,[['Books']],Book Of Tells,,,,
0002110725,{'Books': 3548806},http://ecx.images-amazon.com/images/I/41b58hFkRqL.jpg,[['Books']],Beasts in My Bed,,,"{'also_viewed': ['0002113589', '023398917X', '0571053718']}",
0002051850,{'Books': 1100694},http://ecx.images-amazon.com/images/I/5122XJRJyrL.jpg,[['Books']],For Whom the Bell Tolls,,8.99,"{'also_bought': ['0684801469', '0743297334', '0684801221', '0684818981', '0684843323', '0684837870', '0684801450', '143918271X', '068480154X', '0684804522', '0684801299', '0684803348', '0684825538', '0486289990', '0679732241', '0143039431', '0684839075', '0316769487', '0684837897', '0684822768', '1451626657', '0140186395', '0486292568', '0374528373', '1400079985', '149961764X', '1840226358', '0679732187', '0743273567', '0312265050', '0684169401', '1495266990', '0452288444', '0393318796', '1590171985', '1619491729', '0446310786', '0307275329', 'B007CKXYM2', '0451524934', '0684804441', '068480445X', '0440180295', '1557420580', '1499633157', '0679728759', '0140177396', '0060923245', '067973225X', '0553213113', '0156421178', '1451659717', '1400034701', '0486278077', '0140449264', '0226500667', '0783229488', '0393972836', '0802122078', '0345410084', 'B00E32QUFA', '0060850523', '0374526893', '0486415872', '1441405402', '0140042520', '1493625810', 'B00817RYCG', '0679732179', '0449911659', '0813029937', '0385333846', '0140444300', '0140283293', '0684839059', '0679733736', '0684830515', '0679723250', '1118230477', '0544176561', '0553349481', '0679785892', '0393312836', '0449207331', '0060839872', '0553381008', '0375756787', '1619493918', '0060589469', '0385240880', '0307388867', '038531387X', '0375702245', '0486280616', '0060883286', '083205416X', '0385468865', '1400033411', '0679720200', '0756676096'], 'buy_after_viewing': ['0743297334', '0684801221', '0684801469', '0684843323']}",
0002006715,{'Books': 3100355},http://ecx.images-amazon.com/images/I/517GDRPW8ML.jpg,[['Books']],"Lady Franklin's Revenge A True Story of Ambition, Obsession, and the Remaking of Arctic History",,,,
0002006618,{'Books': 1568226},http://ecx.images-amazon.com/images/I/41JMG44KRGL.jpg,[['Books']],Prescription for Excellence : How Innovation Is Saving Canada's Health Care System,,,,
0002113570,{'Books': 571745},http://ecx.images-amazon.com/images/I/51iMi0zYqeL.jpg,[['Books']],In the Shadow of Man,"""An instant animal classic.""   --Time""Apart from its enormous scientific value, IN THE SHADOW OF MAN is absolutely fascinating to read as a story of discovery . . . The whole book is enthralling.""  --Boston Globe""I can't imagine a more vivid or unexpectedly moving introduction to chimpanzees in the wild than Jane Goodall's."" -- George Stade  --The New York Times""Jane Goodall's work with chimpanzees represents one of the Western world's great scientific achievements.""   --Stephen Jay Gould--This text refers to an out of print or unavailable edition of this title.",12.1,"{'also_bought': ['0395500818', 'B004X8W72O', '0395282179', '0671562711', '0395854040', '0062517570', '0446522252', 'B0058M5UAU', '0380728222', '0618257349', '1455554499', '0547053568', '0393934225', '0395854059', '0446533629', '0001952730'], 'buy_after_viewing': ['B004X8W72O', 'B000LP66V6', '0671562711', '1455554499']}",
0002114038,{'Books': 4272662},http://ecx.images-amazon.com/images/I/41QTcB8xCEL.jpg,[['Books']],"King's Peace, 1637-41",,,{'also_bought': ['B0007H784C']},
0002114453,{'Books': 12095276},http://ecx.images-amazon.com/images/I/61RfU5rUvVL._SL500_.jpg,[['Books']],"Lion and kangaroo: The initiation of Australia, 1901-1919",,,,
0002007843,{'Books': 3086721},http://ecx.images-amazon.com/images/I/51-WO%2Bt-dML.jpg,[['Books']],An Irish Heart; How a Small Immigrant Community Shaped Canada,,,,
0002116448,{'Books': 12805478},http://ecx.images-amazon.com/images/I/51RwPou3PHL.jpg,[['Books']],Fire and Water: Life of Peter the Great,,,{'also_bought': ['0688047300']},
0002114437,{'Books': 7088738},http://ecx.images-amazon.com/images/I/91wj4lAttWL.jpg,[['Books']],Spiders (The Australian naturalist library),,,,
0002117649,{'Books': 2269038},http://ecx.images-amazon.com/images/I/41I8iwJuPHL.jpg,[['Books']],Serengeti Shall not Die,,,,
0002008394,{'Books': 4215563},http://ecx.images-amazon.com/images/I/51-eEEEm2CL.jpg,[['Books']],Young Thugs: Inside the Dangerous World of Canadian Street Gangs,,,,
0002007649,{'Books': 5696309},http://ecx.images-amazon.com/images/I/41PXJdZoi4L.jpg,[['Books']],"Apple A Day: The Myths, Misconceptions and Truths About the Foods We Eat","Widely known in Canada from hisMontreal Gazettecolumn, and work with the Discovery Channel, Schwarcz (Let Them Eat Flax) is an entertaining guide through the tangle of conflicting research studies, advertising claims, special interest groups, age-old myths and popular opinion that make diet a cloudy subject. In short chapters he aims his microscope at such highly touted foods as tomatoes, acai berries, curry and soy; additives like nitrites, artificial sweeteners, vitamins and fluoride; contaminants including pesticides, hormones, trans fats and dioxins; and what, for him, are suspect fads. Schwarcz contends that while there are no magical foods, a diet of mostly vegetables, fruits, whole grains and low-fat dairy products and moderation are key to good health. To help readers make informed choices, he ably cuts through many controversies and will likely stir up a few (he challenges those who condemn milk consumption, espouse detoxification and promote kosher foods, for example). Schwarcz makes learning fun by peppering his text with fascinating facts (coffee contains naturally occurring carcinogens, and apples have formaldehyde). More importantly, he leaves readers with a rational framework for evaluating the complex nature of foods and how they affect health.(Jan.)Copyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.--This text refers to an alternateHardcoveredition.",9.99,"{'also_bought': ['0385671598', '1770411909', '0385666047', '0385666039', '1550226983', '1550225200', '0385671563', '0805071385', '0385669321', '0385666055', '0805074074', '1550226215', '1550225774', '0345539435', '1556526970', '014311638X', '1937856240'], 'buy_after_viewing': ['1770411909', '0805071385', '0385671598', '0385666047']}",
0002114674,{'Books': 13455578},http://ecx.images-amazon.com/images/I/61NCVe9QVIL.jpg,[['Books']],Lawrence of Arabia,,41.75,,
0002116138,{'Books': 3509817},,[['Books']],Olduvai Gorge: My search for early man,,,,
0001945130,{'Books': 6971058},http://ecx.images-amazon.com/images/I/415xbsWLRRL.jpg,[['Books']],Duckula: Storybook,,,,
0001913093,{'Books': 4371496},,[['Books']],Beryls Box,,,,
000211495X,{'Books': 4404119},http://ecx.images-amazon.com/images/I/61LQrMTLttL.jpg,[['Books']],Lion and Blue,,,"{'also_viewed': ['B000J0DDJG', '0688037372', '0847843955'], 'buy_after_viewing': ['B000J0DDJG', '0688065988', '0688050883', '0688020550']}",
0002103818,{'Books': 3832208},,[['Books']],"The Collected Short Stories of Louis L'amour (The Adventure Stories, Volume 4)",,,"{'also_bought': ['0002103648', '1581650906']}",
0002006758,{'Books': 2768355},http://ecx.images-amazon.com/images/I/51Y8TGGA5SL.jpg,[['Books']],Who Killed the Canadian Military?,,,{'also_viewed': ['0002557592']},
0002008572,{'Books': 1756919},http://ecx.images-amazon.com/images/I/41PjujqMSKL.jpg,[['Books']],GOLD DIGGERS~STRIKING IT RICH IN THE KLONDIKE,,14.37,"{'also_bought': ['B00IXWIFR2', '189497476X', '0804009279', '1889963011', '0882404849', 'B00C2HDB3M', '0771012837', '0316092185', '0062208128', '030738246X', '1452112746', '1599951495', '1455599492'], 'buy_after_viewing': ['0968195504', 'B00C2HDB3M', '1578989647', '1550464531']}",
0002115581,{'Books': 5712222},http://ecx.images-amazon.com/images/I/41xad0iSCJL.jpg,[['Books']],The neophiliacs: A study of the revolution in English life in the fifties and sixties,,,,
0002115808,{'Books': 9532049},http://ecx.images-amazon.com/images/I/61J2wYye34L.jpg,[['Books']],Beyond Habitat,,,"{'also_viewed': ['1857595874', '1864701633', '0395316642', '1864701625', '0262191083', '0981985769', '9653084038'], 'buy_after_viewing': ['1857595874']}",
0001956752,{'Books': 7644343},http://ecx.images-amazon.com/images/I/51btyAekJdL.jpg,[['Books']],THE JOURNAL OF HISTORICAL REVIEW Vol 1 Num 1 Spring 1980,,,,
0001712772,{'Books': 3404002},http://ecx.images-amazon.com/images/I/51HESAR69TL.jpg,[['Books']],I'll Teach My Dog 100 Words (Bright and Early Books),Illus. in full color. Beginning readers can learn 100 different words in this story about a remarkable dog.&#160;&#160;--This text refers to theHardcoveredition.,7.69,"{'also_viewed': ['0375800999', '0307975878', '0979709105', '0375802436', '0394800230', '0394800206', '0394800176', '0375822976', '0394823958', '0394839129', '0679890483', '0394829131', '0394800273', '0394800516', '0394800192', '0394826876', '0394876164', '067988632X', '0679886311', '0394822862', '039480001X', '0394824903', '1592533256', '0394829204', '0375842799', '0394800257', '0394809378', '0394800060', '0375812407', '0679890475', '0394831306', '0394829123', '0679881298', '0375855521', '0375824928', '0375865314', '0394892178', '0375825037', '0307461300', '0394800400', '0394800478', '0375829652', '0394800281', '039480029X', '0394800168', '0679886303', '0679894268', '0394800796', '067988629X', '039480967X', '0394842553', '0394831284', '0375875395', '0316083275', '0394835638', '0375858075', '0439634253', '0394800133', '0394800036', '0142405809'], 'buy_after_viewing': ['1592533256', '0307461300', '0375800999', '0307975878']}",
